WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RMED,RDEP,GR,NPHI,DTC,ROP,DTS,DCAL,DRHO,ROPA,Well_ID,Date,Oil_volume,Liquid_volume,Water_volume,Water_cut,Working_hours,Dynamic_level,Reservoir_pressure,
15/9-23,1530.136,433906.9063,6460000.5,-1505.096924,HORDALAND GP.,Skade Fm.,12.45472145,0.841509402,0.815136671,117.1380615,0.401356846,148.3106232,181.406189,342.8560181,0.204721615,0.041120939,159.1798859,15_9-23,3/20/2013,44,75,31,40,24,1851,211,
15/9-23,1530.288,433906.9063,6460000.5,-1505.248901,HORDALAND GP.,Skade Fm.,12.43952274,0.841400027,0.825071454,130.3152618,0.40212819,145.8890381,481.1004334,337.4237366,0.18952252,0.05519437,141.8320313,15_9-23,3/21/2013,45,76,31,40,24,1872,211,
15/9-23,1530.44,433906.9063,6460000.5,-1505.400879,HORDALAND GP.,Skade Fm.,12.3131361,0.845898211,0.825699985,132.4582825,0.40707311,145.1408539,694.2545776,331.5241394,0.063136563,0.052264039,124.484169,15_9-23,3/22/2013,45,77,32,40,24,1869,211,
15/9-23,1530.592,433906.9063,6460000.5,-1505.552979,HORDALAND GP.,Skade Fm.,12.29095745,0.850406766,0.825699985,130.4744721,0.377579004,145.8177643,646.9231567,323.2054749,0.040958006,0.043212626,107.136322,15_9-23,3/23/2013,45,77,32,40,24,1881,211,
15/9-23,1530.744,433906.9063,6460000.5,-1505.704956,HORDALAND GP.,Skade Fm.,12.45232296,0.850700021,0.826165915,128.607254,0.393577367,145.5744171,595.1589356,320.5934448,0.20232372,0.050054591,89.78846741,15_9-23,3/24/2013,43,73,30,40,24,1874,211,
15/9-23,1530.896,433906.9063,6460000.5,-1505.856934,HORDALAND GP.,Skade Fm.,12.52155113,0.8522802,0.826200008,125.5975723,0.39666608,145.4205017,544.2049561,322.3813477,0.271550834,0.063055478,72.44061279,15_9-23,3/25/2013,43,74,31,40,24,1863,211,
15/9-23,1531.048,433906.9063,6460000.5,-1506.008911,HORDALAND GP.,Skade Fm.,12.70453262,0.854808927,0.83268559,128.0715332,0.425151318,142.4296417,486.1306152,316.511322,0.454532266,0.057607055,62.47008896,15_9-23,3/26/2013,43,74,31,40,24,1870,211,
15/9-23,1531.2,433906.9063,6460000.5,-1506.160889,HORDALAND GP.,Skade Fm.,12.87257862,0.891321003,0.835418105,130.8016968,0.425459176,139.2897186,391.5714111,314.9683838,0.622578621,0.083809346,68.54334259,15_9-23,3/27/2013,43,74,31,40,24,1836,211,
15/9-23,1531.352,433906.9063,6460000.5,-1506.312988,HORDALAND GP.,Skade Fm.,12.94968414,0.971865416,0.895662487,128.7046356,0.426866025,136.545044,270.0218506,324.3034363,0.699684441,0.099265344,74.61660004,15_9-23,3/28/2013,45,77,32,40,24,1853,211,
15/9-23,1531.504,433906.9063,6460000.5,-1506.464844,HORDALAND GP.,Skade Fm.,13.89053249,1.020309329,1.077777147,126.9356613,0.417903066,136.1538849,199.6092682,327.3974915,1.640532494,0.108945631,80.68985748,15_9-23,3/29/2013,43,73,30,40,24,1862,211,
15/9-23,1531.656,433906.9063,6460000.5,-1506.616821,HORDALAND GP.,Skade Fm.,13.56398964,0.928853989,0.935923278,123.1168213,0.428191185,137.6038208,147.1809845,328.7926636,2.407729626,0.086050987,86.76311493,15_9-23,3/30/2013,43,73,30,40,24,1867,211,
15/9-23,1531.808,433906.9063,6460000.5,-1506.768799,HORDALAND GP.,Skade Fm.,13.11867523,0.888131261,0.8557266,98.61724091,0.414581746,143.7350311,99.00248718,329.8814392,0.971722364,0.116699666,92.83637238,15_9-23,3/31/2013,39,73,34,45,24,1862,211,
15/9-23,1531.96,433906.9063,6460000.5,-1506.920776,HORDALAND GP.,Skade Fm.,13.21789265,0.858671904,0.837744057,113.7621613,0.417756558,146.7103882,78.40930176,332.6276245,0.967891097,0.103396349,98.90962219,15_9-23,4/1/2013,41,77,36,45,24,1858,211,
15/9-23,1532.112,433906.9063,6460000.5,-1507.072876,HORDALAND GP.,Skade Fm.,13.16535568,0.856100023,0.850860775,124.1620026,0.451535702,147.4815369,73.9291153,337.4737854,0.915355265,0.125507414,96.6293335,15_9-23,4/2/2013,44,77,33,42,24,1858,210,
15/9-23,1532.264,433906.9063,6460000.5,-1507.224854,HORDALAND GP.,Skade Fm.,13.09301472,0.856100023,0.866433621,130.9967194,0.455171794,147.791687,67.21348572,329.8126526,0.843014896,0.151637197,91.3656311,15_9-23,4/3/2013,44,77,33,42,24,1857,210,
15/9-23,1532.416,433906.9063,6460000.5,-1507.376831,HORDALAND GP.,Skade Fm.,13.00619221,0.882016718,0.867900014,142.9323425,0.412848383,148.0020447,62.49658203,322.8064575,0.756192088,0.138477758,86.10192871,15_9-23,4/4/2013,44,77,33,42,24,1857,210,
15/9-23,1532.568,433906.9063,6460000.5,-1507.528809,HORDALAND GP.,Skade Fm.,12.81124783,0.887051702,0.87195307,143.6577301,0.427754819,147.3692932,66.78842926,311.7323914,0.561248064,0.100502357,80.83822632,15_9-23,4/5/2013,44,77,33,42,24,1841,210,
15/9-23,1532.72,433906.9375,6460000.5,-1507.680786,HORDALAND GP.,Skade Fm.,12.78666019,0.896815717,0.872399986,142.3808441,0.443634957,148.4093628,85.0371933,321.9610291,0.536659956,0.084201373,75.57452393,15_9-23,4/6/2013,44,77,33,42,24,1849,210,
15/9-23,1532.872,433906.9375,6460000.5,-1507.832764,HORDALAND GP.,Skade Fm.,12.67991924,0.900944293,0.87275815,141.2903442,0.428993762,148.4696198,106.1478348,333.8547669,0.429918885,0.088351309,70.31082153,15_9-23,4/7/2013,44,77,33,42,24,1862,210,
15/9-23,1533.024,433906.9375,6460000.5,-1507.984863,HORDALAND GP.,Skade Fm.,12.62859154,0.902638614,0.872889221,144.9595947,0.412732363,144.0810547,133.3769226,343.0507507,0.378591657,0.080789916,67.81384277,15_9-23,4/8/2013,44,77,33,42,24,1849,210,
15/9-23,1533.176,433906.9375,6460000.5,-1508.136719,HORDALAND GP.,Skade Fm.,12.74672794,0.899773777,0.873256028,148.9125519,0.417141408,141.2177887,159.2139893,345.18573,0.496727914,0.073302575,80.07276154,15_9-23,4/9/2013,44,77,33,42,24,1877,210,
15/9-23,1533.328,433906.9375,6460000.5,-1508.288696,HORDALAND GP.,Skade Fm.,12.87810898,0.897270978,0.869396806,152.8328095,0.433956325,140.1907501,168.2104645,344.7553101,0.628109336,0.08633861,92.3316803,15_9-23,4/10/2013,44,77,33,42,24,1829,210,
15/9-23,1533.48,433906.9375,6460000.5,-1508.440674,HORDALAND GP.,Skade Fm.,12.94368458,0.89293021,0.867218971,144.4535828,0.425383061,142.8933868,174.3530731,342.7938232,0.693684638,0.099690139,104.5905914,15_9-23,4/11/2013,44,77,33,42,24,1841,210,
15/9-23,1533.632,433906.9375,6460000.5,-1508.592651,HORDALAND GP.,Skade Fm.,12.94924069,0.899548173,0.887473702,142.6832733,0.4064385,142.8650055,170.6973419,342.518219,0.699240625,0.109671876,116.8495102,15_9-23,4/12/2013,39,77,38,48,24,1833,210,
15/9-23,1533.784,433906.9375,6460000.5,-1508.744751,HORDALAND GP.,Skade Fm.,12.73915672,0.939550936,0.921774983,140.7164764,0.412895262,138.9307861,161.5583649,344.2880249,0.489156723,0.103324033,129.108429,15_9-23,4/13/2013,39,77,38,48,24,1846,210,
15/9-23,1533.936,433906.9375,6460000.5,-1508.896729,HORDALAND GP.,Skade Fm.,12.71039963,0.964460969,0.944871485,138.3635407,0.436029315,138.3004913,138.6224518,346.9672546,0.460399598,0.102300003,141.3673401,15_9-23,4/14/2013,39,77,38,48,24,1852,210,
15/9-23,1534.088,433906.9375,6460000.5,-1509.048706,HORDALAND GP.,Skade Fm.,12.55347824,0.971134007,0.943041503,137.3473969,0.432630807,138.1548309,117.3370438,349.2368469,0.303478152,0.074849613,142.2615204,15_9-23,4/15/2013,39,77,38,48,24,1853,210,
15/9-23,1534.24,433906.9375,6460000.5,-1509.200684,HORDALAND GP.,Skade Fm.,12.5309,0.964114845,0.927142441,136.4620361,0.42751509,138.3746491,118.5721512,351.2763977,0.280900002,0.070900001,134.8904419,15_9-23,4/16/2013,39,77,38,48,24,1847,210,
15/9-23,1534.392,433906.9375,6460000.5,-1509.352661,HORDALAND GP.,Skade Fm.,12.49171257,0.936758995,0.909520328,148.112442,0.393360227,139.3859558,137.046402,347.946106,0.241712153,0.062210936,127.519371,15_9-23,4/17/2013,39,77,38,48,24,1861,210,
15/9-23,1534.544,433906.9375,6460000.5,-1509.504639,HORDALAND GP.,Skade Fm.,12.48580074,0.937479317,0.903993785,143.9898834,0.420015544,140.3694916,142.063797,345.7705994,0.235799804,0.060899999,120.1482925,15_9-23,4/18/2013,39,77,38,48,24,1896,210,
15/9-23,1534.696,433906.9375,6460000.5,-1509.656738,HORDALAND GP.,Skade Fm.,12.50894451,0.944158852,0.908767939,141.0019684,0.42904526,141.4945068,115.3509445,344.6858521,0.258944273,0.061159078,112.7772217,15_9-23,4/19/2013,39,77,38,48,24,1985,210,
15/9-23,1534.848,433906.9375,6460000.5,-1509.808716,HORDALAND GP.,Skade Fm.,12.59786129,0.939846516,0.909427762,136.106308,0.437623322,140.8417206,100.0462952,345.5300598,0.347861737,0.064472675,105.4061432,15_9-23,4/20/2013,39,77,38,48,24,1873,210,
15/9-23,1535,433906.9375,6460000.5,-1509.960571,HORDALAND GP.,Skade Fm.,12.73828316,0.939000011,0.911974847,137.6201935,0.464391112,140.8948975,105.7978668,343.855011,0.488283187,0.07014972,98.0350647,15_9-23,4/21/2013,39,77,38,48,24,1863,210,
15/9-23,1535.152,433906.9375,6460000.5,-1510.112549,HORDALAND GP.,Skade Fm.,12.65409374,0.939171195,0.912400007,140.2334595,0.454648584,141.2760315,119.4740372,339.5476379,0.404093623,0.086492091,104.7063065,15_9-23,4/22/2013,45,77,32,40,24,1874,210,
15/9-23,1535.304,433906.9375,6460000.5,-1510.264526,HORDALAND GP.,Skade Fm.,12.59383678,0.943123639,0.932530224,142.8467102,0.45084995,140.9209747,136.3276062,336.1993103,0.343836665,0.07954666,111.3775482,15_9-23,4/23/2013,45,77,32,40,24,1870,210,
15/9-23,1535.456,433906.9688,6460000.5,-1510.416626,HORDALAND GP.,Skade Fm.,12.608531,0.947372556,0.93599999,144.1535339,0.453747213,141.9469452,149.3798218,332.7068176,0.35853073,0.072456144,118.0487824,15_9-23,4/24/2013,43,77,34,43,24,1876,210,
15/9-23,1535.608,433906.9688,6460000.5,-1510.568604,HORDALAND GP.,Skade Fm.,12.58270836,0.968699634,0.933030784,146.2117004,0.429273784,143.383667,153.2037201,338.7999878,0.33270812,0.072857358,124.7200241,15_9-23,4/25/2013,43,77,34,43,24,1865,210,
15/9-23,1535.76,433906.9688,6460000.5,-1510.720581,HORDALAND GP.,Skade Fm.,12.69508171,1.00359571,0.986268222,143.8873138,0.410597056,144.3573151,193.6545868,341.2091065,0.44508177,0.074452661,131.3912659,15_9-23,4/26/2013,43,77,34,43,24,1871,210,
15/9-23,1535.912,433906.9688,6460000.5,-1510.872559,HORDALAND GP.,Skade Fm.,12.75495815,1.171752334,1.064385653,134.3679657,0.434977025,147.0284271,225.490036,331.901825,0.504958212,0.077734917,138.0625,15_9-23,4/27/2013,43,77,34,43,24,1870,210,
15/9-23,1536.064,433906.9688,6460000.5,-1511.024536,HORDALAND GP.,Skade Fm.,12.71312332,1.081865311,1.020393133,128.1625061,0.42941469,149.7939148,205.7172699,322.6164551,0.463122249,0.089221336,140.3524475,15_9-23,4/28/2013,43,78,35,43,24,1877,209,
15/9-23,1536.216,433906.9688,6460000.5,-1511.176514,HORDALAND GP.,Skade Fm.,12.58375549,1.022559285,0.978269339,124.5103912,0.422289908,146.9342194,181.7823486,338.081604,0.333755136,0.120620132,136.618103,15_9-23,4/29/2013,43,78,35,43,24,1877,209,
15/9-23,1536.368,433906.9688,6460000.5,-1511.328613,HORDALAND GP.,Skade Fm.,13.57360458,0.990372777,0.944401383,122.3408508,0.427394003,145.6342163,157.2958984,348.2104797,1.323604465,0.122126035,132.8837585,15_9-23,4/30/2013,42,78,36,45,24,1871,209,
15/9-23,1536.52,433906.9688,6460000.5,-1511.480591,HORDALAND GP.,Skade Fm.,14.08525276,0.985400021,0.935320675,129.1403809,0.446996152,140.5118866,135.6414642,351.6627808,1.835252523,0.127709508,129.1494141,15_9-23,5/1/2013,40,78,38,47,24,1874,209,
15/9-23,1536.672,433906.9688,6460000.5,-1511.632568,HORDALAND GP.,Skade Fm.,14.05400372,0.973206639,0.934599996,128.4694977,0.440995067,138.9128265,143.2477722,353.0198059,1.804002643,0.181921005,125.4150696,15_9-23,5/2/2013,40,78,38,47,24,1843,209,
15/9-23,1536.824,433906.9688,6460000.5,-1511.784424,HORDALAND GP.,Skade Fm.,14.06025696,0.962759912,0.924013257,134.8837738,0.426676363,139.8107758,143.3824005,353.5455017,1.810257077,0.181716994,121.6807251,15_9-23,5/3/2013,40,78,38,47,24,1859,209,
15/9-23,1536.976,433906.9688,6460000.5,-1511.936401,HORDALAND GP.,Skade Fm.,13.85271549,0.944698989,0.915783525,142.7776184,0.419567049,139.7707214,121.0055618,352.9961548,1.602716088,0.169015423,117.9463806,15_9-23,5/4/2013,44,79,35,43,24,1865,209,
15/9-23,1537.128,433906.9688,6460000.5,-1512.088501,HORDALAND GP.,Skade Fm.,13.20444489,0.924600124,0.903323829,141.4710693,0.417860389,139.6486511,101.8351135,352.2817078,0.954445422,0.15414466,112.4055634,15_9-23,5/5/2013,44,79,35,43,24,1872,209,
15/9-23,1537.28,433906.9688,6460000.5,-1512.240479,HORDALAND GP.,Skade Fm.,12.96143436,0.920918107,0.891728759,129.2740326,0.432030112,137.3890686,93.61439514,351.293335,0.71143359,0.137970656,106.5280685,15_9-23,5/6/2013,44,79,35,43,24,1877,209,
15/9-23,1537.432,433906.9688,6460000.5,-1512.392456,HORDALAND GP.,Skade Fm.,13.03816891,0.947190106,0.8674106,122.5441971,0.439037383,138.6607361,93.5067215,352.3647461,0.788167715,0.114506811,100.6505814,15_9-23,5/7/2013,44,79,35,43,24,1876,209,
15/9-23,1537.584,433906.9688,6460000.5,-1512.544434,HORDALAND GP.,Skade Fm.,12.99496937,0.955786884,0.900179148,125.9272766,0.440144271,140.0456543,86.61268616,353.2825623,0.744968355,0.112016931,94.77308655,15_9-23,5/8/2013,44,79,35,43,24,1871,209,
15/9-23,1537.736,433906.9688,6460000.5,-1512.696411,HORDALAND GP.,Skade Fm.,13.36494255,1.011000395,0.938818038,128.9406128,0.443769693,139.4156647,82.38813782,355.0308533,1.114942431,0.095949508,88.89559937,15_9-23,5/9/2013,44,79,35,43,24,1873,209,
15/9-23,1537.888,433906.9688,6460000.5,-1512.848389,HORDALAND GP.,Skade Fm.,13.57478237,1.07878542,0.941351116,131.4325867,0.443305761,137.3964996,91.05934906,359.2671814,1.324782133,0.09193822,83.01810455,15_9-23,5/10/2013,45,79,34,42,24,1874,209,
15/9-23,1538.04,433906.9688,6460000.5,-1513.000488,HORDALAND GP.,Skade Fm.,13.44538689,1.142254829,1.052735448,138.9826965,0.470161825,135.1730804,99.50093079,356.8109741,1.195387363,0.079890765,76.85205841,15_9-23,5/11/2013,45,79,34,42,24,1882,209,
15/9-23,1538.192,433907,6460000.5,-1513.152466,HORDALAND GP.,Skade Fm.,12.86827946,1.012488365,1.039380074,137.4794922,0.46223563,135.1815491,81.78161621,350.7387695,0.618280053,0.072660685,69.87471008,15_9-23,5/12/2013,45,79,34,42,24,1886,209,
15/9-23,1538.344,433907,6460000.5,-1513.304443,HORDALAND GP.,Skade Fm.,12.79623032,0.97131449,0.961602449,133.6256104,0.452774972,140.2748566,59.77832031,339.8025818,0.546230614,0.078485839,62.89735413,15_9-23,5/13/2013,45,79,34,42,24,1889,209,
15/9-23,1538.496,433907,6460000.5,-1513.456421,HORDALAND GP.,Skade Fm.,13.03916359,0.948865354,0.928575099,130.1920624,0.457526445,144.7803497,43.07261658,332.9887085,0.789163649,0.090178281,55.91999817,15_9-23,5/14/2013,45,79,34,42,24,1879,209,
15/9-23,1538.648,433907,6460000.5,-1513.608398,HORDALAND GP.,Skade Fm.,13.30256176,0.951235533,0.908354044,131.8102264,0.462997288,143.2697449,33.63643646,337.2391968,1.052561998,0.126105502,48.94264603,15_9-23,5/15/2013,45,79,34,42,24,1879,209,
15/9-23,1538.8,433907,6460000.5,-1513.760376,HORDALAND GP.,Skade Fm.,13.3508215,1.016160131,0.897459924,143.7331543,0.462572664,138.1136932,32.10954666,346.3371277,1.100821614,0.141281486,41.96529388,15_9-23,5/16/2013,45,79,34,42,24,1883,209,
15/9-23,1538.952,433907,6460000.5,-1513.912354,HORDALAND GP.,Skade Fm.,13.40427208,1.033074021,0.918848753,138.2857666,0.465992302,135.5306702,40.31485367,348.2234802,1.15427208,0.15192768,34.98793793,15_9-23,5/17/2013,45,79,34,42,24,1874,209,
15/9-23,1539.104,433907,6460000.5,-1514.064331,HORDALAND GP.,Skade Fm.,13.56655979,0.960186303,0.927205384,131.4930725,0.47597903,135.1581268,54.70959473,344.4837647,1.316560268,0.159340859,33.16102219,15_9-23,5/18/2013,41,79,38,47,24,1872,209,
15/9-23,1539.256,433907,6460000.5,-1514.216309,HORDALAND GP.,Skade Fm.,13.9423523,0.940500021,0.933450222,122.4225235,0.468747586,135.3801117,63.53983688,344.2755127,1.692351222,0.176316515,33.71123123,15_9-23,5/19/2013,41,79,38,47,24,1870,209,
15/9-23,1539.408,433907,6460000.5,-1514.368286,HORDALAND GP.,Skade Fm.,13.84979439,0.949418485,0.935000002,126.8947449,0.462423086,136.5323792,64.5839386,346.728302,1.599794149,0.188423201,34.26144028,15_9-23,5/20/2013,41,79,38,47,24,1872,209,
15/9-23,1539.56,433907,6460000.5,-1514.520386,HORDALAND GP.,Skade Fm.,13.79403496,0.949327827,0.928608596,139.8823395,0.487433285,138.9230957,62.63907242,349.302124,1.544035077,0.169944853,34.81164932,15_9-23,5/21/2013,41,79,38,47,24,1884,209,
15/9-23,1539.712,433907,6460000.5,-1514.672363,HORDALAND GP.,Skade Fm.,13.8411293,0.949765503,0.918097556,143.2847138,0.506921291,143.8300018,52.76203919,345.3255005,1.591129899,0.16744113,35.36185837,15_9-23,5/22/2013,41,79,38,47,24,1889,209,
15/9-23,1539.864,433907,6460000.5,-1514.824341,HORDALAND GP.,Skade Fm.,13.74637985,0.935224772,0.913275719,138.1201019,0.512104452,149.5155029,40.90917206,337.9051209,1.496380091,0.171344042,35.91207123,15_9-23,5/23/2013,41,79,38,47,24,1893,208,
15/9-23,1540.016,433907,6460000.5,-1514.976318,HORDALAND GP.,Skade Fm.,13.63807488,0.928121209,0.907351255,138.1179352,0.51669091,150.3021698,40.09601593,336.9473877,1.38807559,0.17158249,37.0268898,15_9-23,5/24/2013,41,79,38,47,24,1907,208,
15/9-23,1540.168,433907,6460000.5,-1515.128296,HORDALAND GP.,Skade Fm.,13.83284187,0.925607264,0.902183652,135.6402588,0.521593273,147.5821533,50.26957703,341.335907,1.582842469,0.140237838,42.94089508,15_9-23,5/25/2013,41,79,38,47,24,1902,208,
15/9-23,1540.32,433907,6460000.5,-1515.280273,HORDALAND GP.,Skade Fm.,13.8595953,0.921727121,0.897957087,136.7785797,0.492190689,146.6637421,61.70099258,344.3972473,1.60959506,0.146921217,48.85490418,15_9-23,5/26/2013,36,79,43,53,24,1896,208,
15/9-23,1540.472,433907,6460000.5,-1515.432251,HORDALAND GP.,Skade Fm.,13.82352448,0.908703268,0.876445115,137.950943,0.483434886,147.309906,62.50937653,344.1852417,1.573524475,0.158447862,54.76890945,15_9-23,5/27/2013,36,79,43,53,24,1878,208,
15/9-23,1540.624,433907,6460000.5,-1515.584229,HORDALAND GP.,Skade Fm.,13.68316174,0.968108058,0.920571208,136.0830841,0.465253741,146.7600098,59.8575325,344.3899536,1.43316102,0.171081454,60.68291473,15_9-23,5/28/2013,36,79,43,53,24,1892,208,
15/9-23,1540.776,433907,6460000.5,-1515.736206,HORDALAND GP.,Skade Fm.,13.38365746,1.010133028,0.954535544,136.8190002,0.445006788,145.2575226,70.87554169,345.1294861,1.133657217,0.168405429,66.59692383,15_9-23,5/29/2013,36,79,43,53,24,1890,208,
15/9-23,1540.928,433907.0313,6460000.5,-1515.888184,HORDALAND GP.,Skade Fm.,13.35847092,1.022567153,0.987892032,139.0103149,0.418175221,140.3272553,96.08315277,349.0960693,1.108471513,0.137093723,72.51093292,15_9-23,5/30/2013,36,79,43,53,24,1853,208,
