WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,GR,SGR,NPHI,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE,Well_ID,Date,Oil_volume,Liquid_volume,Gas_volume,Water_volume,Water_cut,Working_hours,Dynamic_level,Reservoir_pressure
15/9-23,1528.008,433906.875,6460000.5,-1502.969116,HORDALAND GP.,Skade Fm.,13.916798592,-9999.0,0.8580182791,0.8428449631,129.12342834,-9999.0,0.389048785,142.47692871,-9999.0,12.250000954,38.958229065,324.59423828,1.6668000221,0.172299996,-9999.0,-9999.0,75.259307861,-9999.0,65000.0,1.0,15_9-23,2013-03-06,46,74,12246,28,37,24,1847,212
15/9-23,1528.16,433906.875,6460000.5,-1503.121094,HORDALAND GP.,Skade Fm.,13.478032112,-9999.0,0.8638476729,0.8220063448,120.03450775,-9999.0,0.413099885,144.48027039,-9999.0,12.250000954,27.906137466,333.13583374,1.2280328274,0.144175157,-9999.0,-9999.0,75.943519592,-9999.0,65000.0,1.0,15_9-23,2013-03-07,43,74,11663,31,40,24,1845,211
15/9-23,1528.312,433906.875,6460000.5,-1503.273071,HORDALAND GP.,Skade Fm.,13.467499733,-9999.0,0.8734505773,0.8316325545,115.65661621,-9999.0,0.4232479632,147.93400574,-9999.0,12.250000954,53.23122406,330.61245728,1.2174999714,0.1435000002,-9999.0,-9999.0,76.627731323,-9999.0,65000.0,1.0,15_9-23,2013-03-08,43,74,11663,31,40,24,1853,211
15/9-23,1528.464,433906.875,6460000.5,-1503.425049,HORDALAND GP.,Skade Fm.,12.881546021,-9999.0,0.8857434392,0.8410297632,116.97181702,-9999.0,0.423694253,153.82546997,-9999.0,12.250000954,117.32051849,318.54672241,0.6315460205,0.1175676957,-9999.0,-9999.0,77.311943054,-9999.0,65000.0,1.0,15_9-23,2013-03-09,43,74,11663,31,40,24,1940,211
15/9-23,1528.616,433906.875,6460000.5,-1503.577026,HORDALAND GP.,Skade Fm.,12.806934357,-9999.0,0.8955959082,0.8469200134,120.10423279,-9999.0,0.4393973053,152.04452515,-9999.0,12.250000954,181.0790863,326.47747803,0.5569343567,0.1087575629,-9999.0,-9999.0,77.996154785,-9999.0,65000.0,1.0,15_9-23,2013-03-10,43,74,11663,31,40,24,1852,211
15/9-23,1528.768,433906.875,6460000.5,-1503.729004,HORDALAND GP.,Skade Fm.,12.728598595,-9999.0,0.8930021524,0.8514466882,124.74456024,-9999.0,0.455837965,150.5349884,-9999.0,12.250000954,194.55227661,329.69903564,0.478597492,0.0978746861,-9999.0,-9999.0,78.680366516,-9999.0,65000.0,1.0,15_9-23,2013-03-11,43,74,11663,31,40,24,1854,211
15/9-23,1528.92,433906.875,6460000.5,-1503.881104,HORDALAND GP.,Skade Fm.,12.842983246,-9999.0,0.8833598495,0.8443725705,124.3263092,-9999.0,0.456400007,149.69210815,-9999.0,12.250000954,168.48809814,319.70175171,0.5929836631,0.094609037,-9999.0,-9999.0,79.364578247,-9999.0,65000.0,1.0,15_9-23,2013-03-12,43,74,11663,31,40,24,1855,211
15/9-23,1529.072,433906.875,6460000.5,-1504.033081,HORDALAND GP.,Skade Fm.,12.840772629,-9999.0,0.8830960393,0.8401613832,121.58947754,-9999.0,0.4356504381,149.82847595,-9999.0,12.250000954,124.29219818,309.98590088,0.5907715559,0.0929629952,-9999.0,-9999.0,86.563026428,-9999.0,65000.0,1.0,15_9-23,2013-03-13,43,74,11663,31,40,24,1861,211
15/9-23,1529.224,433906.875,6460000.5,-1504.185059,HORDALAND GP.,Skade Fm.,12.807627678,-9999.0,0.8740916252,0.8376999497,128.00985718,-9999.0,0.4360458553,150.27731323,-9999.0,12.250000954,107.69615936,301.67514038,0.5576289892,0.0915583223,-9999.0,-9999.0,100.99952698,-9999.0,65000.0,1.0,15_9-23,2013-03-14,43,74,11663,31,40,24,1847,211
15/9-23,1529.376,433906.875,6460000.5,-1504.337036,HORDALAND GP.,Skade Fm.,12.714894295,-9999.0,0.86136657,0.8294733167,130.45837402,-9999.0,0.4390638769,150.2644043,-9999.0,12.250000954,103.15006256,300.90963745,0.4648940563,0.0827996433,-9999.0,-9999.0,115.4360199,-9999.0,65000.0,1.0,15_9-23,2013-03-15,43,74,11663,31,40,24,1854,211
15/9-23,1529.528,433906.875,6460000.5,-1504.489014,HORDALAND GP.,Skade Fm.,12.710700035,-9999.0,0.8566065431,0.8264314532,133.20121765,-9999.0,0.4451089799,150.14427185,-9999.0,12.250000954,106.67817688,304.33343506,0.4607000053,0.0824000016,-9999.0,-9999.0,129.87251282,-9999.0,65000.0,1.0,15_9-23,2013-03-16,43,74,11663,31,40,24,1823,211
15/9-23,1529.68,433906.875,6460000.5,-1504.640991,HORDALAND GP.,Skade Fm.,12.855882645,-9999.0,0.8552590609,0.8199298382,124.23672485,-9999.0,0.4474917054,149.80461121,-9999.0,12.250000954,97.433670044,311.70941162,0.6058829427,0.08819969,-9999.0,-9999.0,144.309021,-9999.0,65000.0,1.0,15_9-23,2013-03-17,43,74,11663,31,40,24,1831,211
15/9-23,1529.832,433906.875,6460000.5,-1504.792969,HORDALAND GP.,Skade Fm.,12.83108139,-9999.0,0.8447747231,0.8098381162,119.14057159,-9999.0,0.4373642802,149.05307007,-9999.0,12.250000954,98.536964417,327.3236084,0.5810815692,0.0900164023,-9999.0,-9999.0,158.74551392,-9999.0,65000.0,1.0,15_9-23,2013-03-18,45,77,12136,32,40,24,1901,211
15/9-23,1529.984,433906.90625,6460000.5,-1504.944946,HORDALAND GP.,Skade Fm.,12.559087753,-9999.0,0.8433490992,0.8138381839,118.89694214,-9999.0,0.4088145494,148.4082489,-9999.0,12.250000954,114.21281433,336.63934326,0.3090888262,0.0704345331,-9999.0,-9999.0,173.18200684,-9999.0,65000.0,1.0,15_9-23,2013-03-19,45,77,12136,32,40,24,1887,211
15/9-23,1530.136,433906.90625,6460000.5,-1505.096924,HORDALAND GP.,Skade Fm.,12.454721451,-9999.0,0.8415094018,0.8151366711,117.13806152,-9999.0,0.4013568461,148.31062317,-9999.0,12.250000954,181.40618896,342.85601807,0.2047216147,0.041120939,-9999.0,-9999.0,159.17988586,-9999.0,65000.0,1.0,15_9-23,2013-03-20,44,75,11820,31,40,24,1851,211
15/9-23,1530.288,433906.90625,6460000.5,-1505.248901,HORDALAND GP.,Skade Fm.,12.439522743,-9999.0,0.8414000273,0.825071454,130.31526184,-9999.0,0.4021281898,145.88903809,-9999.0,12.250000954,481.10043335,337.42373657,0.1895225197,0.0551943704,-9999.0,-9999.0,141.83203125,-9999.0,65000.0,1.0,15_9-23,2013-03-21,45,76,11978,31,40,24,1872,211
15/9-23,1530.44,433906.90625,6460000.5,-1505.400879,HORDALAND GP.,Skade Fm.,12.313136101,-9999.0,0.845898211,0.825699985,132.45828247,-9999.0,0.4070731103,145.14085388,-9999.0,12.250000954,694.25457764,331.5241394,0.0631365627,0.0522640385,-9999.0,-9999.0,124.48416901,-9999.0,65000.0,1.0,15_9-23,2013-03-22,45,77,12136,32,40,24,1869,211
15/9-23,1530.592,433906.90625,6460000.5,-1505.552979,HORDALAND GP.,Skade Fm.,12.290957451,-9999.0,0.8504067659,0.825699985,130.47447205,-9999.0,0.3775790036,145.81776428,-9999.0,12.250000954,646.92315674,323.20547485,0.0409580059,0.0432126261,-9999.0,-9999.0,107.13632202,-9999.0,65000.0,1.0,15_9-23,2013-03-23,45,77,12136,32,40,24,1881,211
15/9-23,1530.744,433906.90625,6460000.5,-1505.704956,HORDALAND GP.,Skade Fm.,12.45232296,-9999.0,0.8507000208,0.8261659145,128.60725403,-9999.0,0.3935773671,145.57441711,-9999.0,12.250000954,595.15893555,320.59344482,0.2023237199,0.0500545911,-9999.0,-9999.0,89.788467407,-9999.0,65000.0,1.0,15_9-23,2013-03-24,43,73,11505,30,40,24,1874,211
15/9-23,1530.896,433906.90625,6460000.5,-1505.856934,HORDALAND GP.,Skade Fm.,12.521551132,-9999.0,0.8522801995,0.8262000084,125.59757233,-9999.0,0.3966660798,145.42050171,-9999.0,12.250000954,544.20495605,322.38134766,0.2715508342,0.063055478,-9999.0,-9999.0,72.440612793,-9999.0,65000.0,1.0,15_9-23,2013-03-25,43,74,11663,31,40,24,1863,211
15/9-23,1531.048,433906.90625,6460000.5,-1506.008911,HORDALAND GP.,Skade Fm.,12.704532623,-9999.0,0.8548089266,0.8326855898,128.0715332,-9999.0,0.4251513183,142.42964172,-9999.0,12.250000954,486.13061523,316.51132202,0.4545322657,0.0576070547,-9999.0,-9999.0,62.470088959,-9999.0,65000.0,1.0,15_9-23,2013-03-26,43,74,11663,31,40,24,1870,211
15/9-23,1531.2,433906.90625,6460000.5,-1506.160889,HORDALAND GP.,Skade Fm.,12.872578621,-9999.0,0.8913210034,0.8354181051,130.80169678,-9999.0,0.4254591763,139.28971863,-9999.0,12.250000954,391.57141113,314.96838379,0.6225786209,0.083809346,-9999.0,-9999.0,68.54334259,-9999.0,65000.0,1.0,15_9-23,2013-03-27,43,74,11663,31,40,24,1836,211
15/9-23,1531.352,433906.90625,6460000.5,-1506.312988,HORDALAND GP.,Skade Fm.,12.949684143,-9999.0,0.9718654156,0.8956624866,128.70463562,-9999.0,0.4268660247,136.54504395,-9999.0,12.250000954,270.02185059,324.30343628,0.6996844411,0.0992653444,-9999.0,-9999.0,74.616600037,-9999.0,65000.0,1.0,15_9-23,2013-03-28,45,77,12136,32,40,24,1853,211
15/9-23,1531.504,433906.90625,6460000.5,-1506.464844,HORDALAND GP.,Skade Fm.,13.890532494,-9999.0,1.020309329,1.0777771473,126.93566132,-9999.0,0.4179030657,136.15388489,-9999.0,12.250000954,199.60926819,327.39749146,1.6405324936,0.1089456305,-9999.0,-9999.0,80.689857483,-9999.0,65000.0,1.0,15_9-23,2013-03-29,43,73,11505,30,40,24,1862,211
15/9-23,1531.656,433906.90625,6460000.5,-1506.616821,HORDALAND GP.,Skade Fm.,13.563989639,-9999.0,0.9288539886,0.9359232783,123.11682129,-9999.0,0.428191185,137.6038208,-9999.0,12.250000954,147.1809845,328.79266357,2.4077296257,0.0860509872,-9999.0,-9999.0,86.763114929,-9999.0,65000.0,1.0,15_9-23,2013-03-30,43,73,11505,30,40,24,1867,211
15/9-23,1531.808,433906.90625,6460000.5,-1506.768799,HORDALAND GP.,Skade Fm.,13.118675232,-9999.0,0.8881312609,0.8557265997,98.617240906,-9999.0,0.4145817459,143.73503113,-9999.0,12.250000954,99.002487183,329.88143921,0.9717223644,0.1166996658,-9999.0,-9999.0,92.836372375,-9999.0,65000.0,1.0,15_9-23,2013-03-31,39,73,10546,34,45,24,1862,211
15/9-23,1531.96,433906.90625,6460000.5,-1506.920776,HORDALAND GP.,Skade Fm.,13.217892647,-9999.0,0.8586719036,0.8377440572,113.76216125,-9999.0,0.4177565575,146.71038818,-9999.0,12.250000954,78.409301758,332.62762451,0.9678910971,0.1033963487,-9999.0,-9999.0,98.909622192,-9999.0,65000.0,1.0,15_9-23,2013-04-01,41,77,11124,36,45,24,1858,211
15/9-23,1532.112,433906.90625,6460000.5,-1507.072876,HORDALAND GP.,Skade Fm.,13.165355682,-9999.0,0.8561000228,0.8508607745,124.16200256,-9999.0,0.4515357018,147.48153687,-9999.0,12.250000954,73.929115295,337.4737854,0.9153552651,0.1255074143,-9999.0,-9999.0,96.629333496,-9999.0,65000.0,1.0,15_9-23,2013-04-02,44,77,11731,33,42,24,1858,210
15/9-23,1532.264,433906.90625,6460000.5,-1507.224854,HORDALAND GP.,Skade Fm.,13.093014717,-9999.0,0.8561000228,0.8664336205,130.99671936,-9999.0,0.4551717937,147.79168701,-9999.0,12.250000954,67.213485718,329.81265259,0.8430148959,0.1516371965,-9999.0,-9999.0,91.365631104,-9999.0,65000.0,1.0,15_9-23,2013-04-03,44,77,11731,33,42,24,1857,210
15/9-23,1532.416,433906.90625,6460000.5,-1507.376831,HORDALAND GP.,Skade Fm.,13.006192207,-9999.0,0.8820167184,0.8679000139,142.93234253,-9999.0,0.4128483832,148.00204468,-9999.0,12.250000954,62.496582031,322.80645752,0.7561920881,0.1384777576,-9999.0,-9999.0,86.101928711,-9999.0,65000.0,1.0,15_9-23,2013-04-04,44,77,11731,33,42,24,1857,210
15/9-23,1532.568,433906.90625,6460000.5,-1507.528809,HORDALAND GP.,Skade Fm.,12.811247826,-9999.0,0.8870517015,0.8719530702,143.6577301,-9999.0,0.4277548194,147.36929321,-9999.0,12.250000954,66.78842926,311.73239136,0.561248064,0.1005023569,-9999.0,-9999.0,80.838226318,-9999.0,65000.0,1.0,15_9-23,2013-04-05,44,77,11731,33,42,24,1841,210
15/9-23,1532.72,433906.9375,6460000.5,-1507.680786,HORDALAND GP.,Skade Fm.,12.786660194,-9999.0,0.8968157172,0.8723999858,142.38084412,-9999.0,0.4436349571,148.40936279,-9999.0,12.250000954,85.037193298,321.96102905,0.536659956,0.0842013732,-9999.0,-9999.0,75.574523926,-9999.0,65000.0,1.0,15_9-23,2013-04-06,44,77,11731,33,42,24,1849,210
15/9-23,1532.872,433906.9375,6460000.5,-1507.832764,HORDALAND GP.,Skade Fm.,12.679919243,-9999.0,0.9009442925,0.8727581501,141.29034424,-9999.0,0.4289937615,148.46961975,-9999.0,12.250000954,106.14783478,333.85476685,0.4299188852,0.0883513093,-9999.0,-9999.0,70.310821533,-9999.0,65000.0,1.0,15_9-23,2013-04-07,44,77,11731,33,42,24,1862,210
15/9-23,1533.024,433906.9375,6460000.5,-1507.984863,HORDALAND GP.,Skade Fm.,12.628591537,-9999.0,0.9026386142,0.8728892207,144.95959473,-9999.0,0.4127323627,144.08105469,-9999.0,12.250000954,133.37692261,343.05075073,0.3785916567,0.0807899162,-9999.0,-9999.0,67.813842773,-9999.0,65000.0,1.0,15_9-23,2013-04-08,44,77,11731,33,42,24,1849,210
15/9-23,1533.176,433906.9375,6460000.5,-1508.136719,HORDALAND GP.,Skade Fm.,12.746727943,-9999.0,0.8997737765,0.8732560277,148.91255188,-9999.0,0.4171414077,141.2177887,-9999.0,12.250000954,159.21398926,345.18572998,0.4967279136,0.0733025745,-9999.0,-9999.0,80.072761536,-9999.0,65000.0,1.0,15_9-23,2013-04-09,44,77,11731,33,42,24,1877,210
15/9-23,1533.328,433906.9375,6460000.5,-1508.288696,HORDALAND GP.,Skade Fm.,12.878108978,-9999.0,0.8972709775,0.8693968058,152.83280945,-9999.0,0.4339563251,140.19075012,-9999.0,12.250000954,168.21046448,344.75531006,0.6281093359,0.0863386095,-9999.0,-9999.0,92.331680298,-9999.0,65000.0,1.0,15_9-23,2013-04-10,44,77,11731,33,42,24,1829,210
15/9-23,1533.48,433906.9375,6460000.5,-1508.440674,HORDALAND GP.,Skade Fm.,12.943684578,-9999.0,0.8929302096,0.8672189713,144.45358276,-9999.0,0.4253830612,142.89338684,-9999.0,12.250000954,174.35307312,342.79382324,0.6936846375,0.0996901393,-9999.0,-9999.0,104.59059143,-9999.0,65000.0,1.0,15_9-23,2013-04-11,44,77,11731,33,42,24,1841,210
15/9-23,1533.632,433906.9375,6460000.5,-1508.592651,HORDALAND GP.,Skade Fm.,12.949240685,-9999.0,0.899548173,0.8874737024,142.68327332,-9999.0,0.4064384997,142.86500549,-9999.0,12.250000954,170.69734192,342.51821899,0.6992406249,0.1096718758,-9999.0,-9999.0,116.84951019,-9999.0,65000.0,1.0,15_9-23,2013-04-12,39,77,10517,38,48,24,1833,210
15/9-23,1533.784,433906.9375,6460000.5,-1508.744751,HORDALAND GP.,Skade Fm.,12.739156723,-9999.0,0.9395509362,0.9217749834,140.71647644,-9999.0,0.4128952622,138.93078613,-9999.0,12.250000954,161.55836487,344.2880249,0.489156723,0.1033240333,-9999.0,-9999.0,129.10842896,-9999.0,65000.0,1.0,15_9-23,2013-04-13,39,77,10517,38,48,24,1846,210
15/9-23,1533.936,433906.9375,6460000.5,-1508.896729,HORDALAND GP.,Skade Fm.,12.710399628,-9999.0,0.964460969,0.9448714852,138.36354065,-9999.0,0.436029315,138.30049133,-9999.0,12.250000954,138.62245178,346.96725464,0.4603995979,0.1023000032,-9999.0,-9999.0,141.36734009,-9999.0,65000.0,1.0,15_9-23,2013-04-14,39,77,10517,38,48,24,1852,210
15/9-23,1534.088,433906.9375,6460000.5,-1509.048706,HORDALAND GP.,Skade Fm.,12.553478241,-9999.0,0.971134007,0.9430415034,137.34739685,-9999.0,0.4326308072,138.15483093,-9999.0,12.250000954,117.33704376,349.23684692,0.3034781516,0.074849613,-9999.0,-9999.0,142.26152039,-9999.0,65000.0,1.0,15_9-23,2013-04-15,39,77,10517,38,48,24,1853,210
15/9-23,1534.24,433906.9375,6460000.5,-1509.200684,HORDALAND GP.,Skade Fm.,12.530900002,-9999.0,0.9641148448,0.9271424413,136.46203613,-9999.0,0.4275150895,138.37464905,-9999.0,12.250000954,118.57215118,351.27639771,0.2809000015,0.0709000006,-9999.0,-9999.0,134.89044189,-9999.0,65000.0,1.0,15_9-23,2013-04-16,39,77,10517,38,48,24,1847,210
15/9-23,1534.392,433906.9375,6460000.5,-1509.352661,HORDALAND GP.,Skade Fm.,12.49171257,-9999.0,0.9367589951,0.909520328,148.11244202,-9999.0,0.3933602273,139.38595581,-9999.0,12.250000954,137.04640198,347.94610596,0.241712153,0.0622109361,-9999.0,-9999.0,127.51937103,-9999.0,65000.0,1.0,15_9-23,2013-04-17,39,77,10517,38,48,24,1861,210
15/9-23,1534.544,433906.9375,6460000.5,-1509.504639,HORDALAND GP.,Skade Fm.,12.485800743,-9999.0,0.9374793172,0.9039937854,143.98988342,-9999.0,0.4200155437,140.36949158,-9999.0,12.250000954,142.063797,345.77059937,0.2357998043,0.060899999,-9999.0,-9999.0,120.14829254,-9999.0,65000.0,1.0,15_9-23,2013-04-18,39,77,10517,38,48,24,1896,210
15/9-23,1534.696,433906.9375,6460000.5,-1509.656738,HORDALAND GP.,Skade Fm.,12.508944511,-9999.0,0.9441588521,0.9087679386,141.00196838,-9999.0,0.42904526,141.49450684,-9999.0,12.250000954,115.35094452,344.68585205,0.258944273,0.061159078,-9999.0,-9999.0,112.77722168,-9999.0,65000.0,1.0,15_9-23,2013-04-19,39,77,10517,38,48,24,1985,210
15/9-23,1534.848,433906.9375,6460000.5,-1509.808716,HORDALAND GP.,Skade Fm.,12.59786129,-9999.0,0.9398465157,0.909427762,136.10630798,-9999.0,0.437623322,140.84172058,-9999.0,12.250000954,100.04629517,345.53005981,0.347861737,0.0644726753,-9999.0,-9999.0,105.40614319,-9999.0,65000.0,1.0,15_9-23,2013-04-20,39,77,10517,38,48,24,1873,210
15/9-23,1535.0,433906.9375,6460000.5,-1509.960571,HORDALAND GP.,Skade Fm.,12.738283157,-9999.0,0.9390000105,0.9119748473,137.62019348,-9999.0,0.4643911123,140.89489746,-9999.0,12.250000954,105.79786682,343.85501099,0.4882831872,0.0701497197,-9999.0,-9999.0,98.035064697,-9999.0,65000.0,1.0,15_9-23,2013-04-21,39,77,10517,38,48,24,1863,210
15/9-23,1535.152,433906.9375,6460000.5,-1510.112549,HORDALAND GP.,Skade Fm.,12.654093742,-9999.0,0.939171195,0.9124000072,140.23345947,-9999.0,0.4546485841,141.27603149,-9999.0,12.250000954,119.47403717,339.54763794,0.4040936232,0.0864920914,-9999.0,-9999.0,104.70630646,-9999.0,65000.0,1.0,15_9-23,2013-04-22,45,77,12136,32,40,24,1874,210
15/9-23,1535.304,433906.9375,6460000.5,-1510.264526,HORDALAND GP.,Skade Fm.,12.593836784,-9999.0,0.9431236386,0.9325302243,142.84671021,-9999.0,0.4508499503,140.92097473,-9999.0,12.250000954,136.3276062,336.1993103,0.3438366652,0.0795466602,-9999.0,-9999.0,111.37754822,-9999.0,65000.0,1.0,15_9-23,2013-04-23,45,77,12136,32,40,24,1870,210
15/9-23,1535.456,433906.96875,6460000.5,-1510.416626,HORDALAND GP.,Skade Fm.,12.608530998,-9999.0,0.9473725557,0.9359999895,144.15353394,-9999.0,0.4537472129,141.94694519,-9999.0,12.250000954,149.37982178,332.70681763,0.35853073,0.0724561438,-9999.0,-9999.0,118.04878235,-9999.0,65000.0,1.0,15_9-23,2013-04-24,43,77,11529,34,43,24,1876,210
15/9-23,1535.608,433906.96875,6460000.5,-1510.568604,HORDALAND GP.,Skade Fm.,12.582708359,-9999.0,0.9686996341,0.9330307841,146.21170044,-9999.0,0.4292737842,143.38366699,-9999.0,12.250000954,153.20372009,338.79998779,0.3327081203,0.0728573576,-9999.0,-9999.0,124.72002411,-9999.0,65000.0,1.0,15_9-23,2013-04-25,43,77,11529,34,43,24,1865,210
15/9-23,1535.76,433906.96875,6460000.5,-1510.720581,HORDALAND GP.,Skade Fm.,12.695081711,-9999.0,1.0035957098,0.9862682223,143.88731384,-9999.0,0.4105970562,144.35731506,-9999.0,12.250000954,193.65458679,341.20910645,0.4450817704,0.074452661,-9999.0,-9999.0,131.39126587,-9999.0,65000.0,1.0,15_9-23,2013-04-26,43,77,11529,34,43,24,1871,210
15/9-23,1535.912,433906.96875,6460000.5,-1510.872559,HORDALAND GP.,Skade Fm.,12.754958153,-9999.0,1.1717523336,1.0643856525,134.3679657,-9999.0,0.4349770248,147.02842712,-9999.0,12.250000954,225.49003601,331.90182495,0.5049582124,0.0777349174,-9999.0,-9999.0,138.0625,-9999.0,65000.0,1.0,15_9-23,2013-04-27,43,77,11529,34,43,24,1870,210
15/9-23,1536.064,433906.96875,6460000.5,-1511.024536,HORDALAND GP.,Skade Fm.,12.713123322,-9999.0,1.0818653107,1.0203931332,128.1625061,-9999.0,0.4294146895,149.79391479,-9999.0,12.250000954,205.7172699,322.61645508,0.4631222486,0.0892213359,-9999.0,-9999.0,140.35244751,-9999.0,65000.0,1.0,15_9-23,2013-04-28,43,78,11678,35,43,24,1877,209
15/9-23,1536.216,433906.96875,6460000.5,-1511.176514,HORDALAND GP.,Skade Fm.,12.583755493,-9999.0,1.0225592852,0.9782693386,124.51039124,-9999.0,0.4222899079,146.93421936,-9999.0,12.250000954,181.78234863,338.081604,0.3337551355,0.1206201315,-9999.0,-9999.0,136.61810303,-9999.0,65000.0,1.0,15_9-23,2013-04-29,43,78,11678,35,43,24,1877,209
15/9-23,1536.368,433906.96875,6460000.5,-1511.328613,HORDALAND GP.,Skade Fm.,13.573604584,-9999.0,0.990372777,0.9444013834,122.34085083,-9999.0,0.4273940027,145.63421631,-9999.0,12.250000954,157.29589844,348.21047974,1.3236044645,0.1221260354,-9999.0,-9999.0,132.88375854,-9999.0,65000.0,1.0,15_9-23,2013-04-30,42,78,11269,36,45,24,1871,209
15/9-23,1536.52,433906.96875,6460000.5,-1511.480591,HORDALAND GP.,Skade Fm.,14.085252762,-9999.0,0.9854000211,0.9353206754,129.14038086,-9999.0,0.4469961524,140.5118866,-9999.0,12.250000954,135.64146423,351.66278076,1.8352525234,0.1277095079,-9999.0,-9999.0,129.14941406,-9999.0,65000.0,1.0,15_9-23,2013-05-01,40,78,10859,38,47,24,1874,209
